Plot_ID,species,Phenophase,year,Month,DOY,cover,lat,long,jan,feb,mar,april,may,june,july,aug,sept,oct,nov,dec,winter,spring,summer,fall,MAT,MAT_av,MAP_av,MSP_av
0605-4123,Gaultheria shallon,Flower,1983,7,194,95,48.21353154,-121.5093468,1.14516129,1.508928571,4.225806452,5.583333333,11.28333333,9.933333333,12.87096774,15.19354839,10.08333333,6.725806452,0.99375,-6.380952381,-1.242287507,7.030824372,12.66594982,5.934296594,6.09719582,7.8,2774,469
0605-4179,Gaultheria shallon,Flower,1983,7,196,5,48.05062163,-121.4019239,2.89516129,3.821428571,6.225806452,8.15,13.68333333,12.61666667,15.08870968,17.22580645,12.025,8.322580645,3.10625,-4.178571429,0.846006144,9.353046594,14.97706093,7.817943548,8.248514305,5.8,3430,616
0605-4180,Gaultheria shallon,Flower,1983,7,196,65,48.0523466,-121.4036822,2.89516129,3.821428571,6.225806452,8.15,13.68333333,12.61666667,15.08870968,17.22580645,12.025,8.322580645,3.10625,-4.178571429,0.846006144,9.353046594,14.97706093,7.817943548,8.248514305,5.9,3423,615
0605-4339,Gaultheria shallon,Flower,1983,7,211,2,48.09989317,-121.3299185,-1.330645161,-1.642857143,1.14516129,2.45,8.15,6.766666667,9.774193548,12.52419355,7.233333333,4.282258065,-2.11875,-9.869047619,-4.280849974,3.915053763,9.688351255,3.132280466,3.113708878,5.2,2909,535
0605-4492,Gaultheria shallon,Fruit,1983,8,228,8,48.24671564,-121.2586379,-2.072580645,-2.517857143,0.443548387,1.483333333,7.158333333,5.75,8.790322581,11.64516129,6.558333333,3.60483871,-3.0875,-11.03571429,-5.208717359,3.028405018,8.728494624,2.358557348,2.226684907,6.4,2628,481
0605-4513,Gaultheria shallon,Fruit,1983,8,231,5,48.24522228,-121.1899227,-4,-5.196428571,-2.217741935,-1.408333333,4.308333333,2.983333333,5.935483871,9.112903226,4.133333333,1.5,-5.81875,-13.89285714,-7.69642857,0.227419355,6.010573477,-0.061805556,-0.380060324,6.2,2517,463
0605-4581,Gaultheria shallon,Flower,1983,8,238,10,48.15037698,-121.2341897,-4,-5.196428571,-2.217741935,-1.408333333,4.308333333,2.983333333,5.935483871,9.112903226,4.133333333,1.5,-5.81875,-13.89285714,-7.69642857,0.227419355,6.010573477,-0.061805556,-0.380060324,4.4,2755,499
0605-4639,Gaultheria shallon,Fruit,1983,8,238,40,48.29208712,-121.4396221,2.491935484,3.303571429,5.935483871,7.75,13.3,12.24166667,14.63709677,16.89516129,11.78333333,8.048387097,2.6875,-4.619047619,0.392153098,8.99516129,14.59130824,7.506406809,7.87125736,7.4,2664,455
0605-4636,Gaultheria shallon,Fruit,1983,8,238,45,48.26381434,-121.3706013,2.491935484,3.303571429,5.935483871,7.75,13.3,12.24166667,14.63709677,16.89516129,11.78333333,8.048387097,2.6875,-4.619047619,0.392153098,8.99516129,14.59130824,7.506406809,7.87125736,6.6,2631,455
0605-4634,Gaultheria shallon,Fruit,1983,8,238,90,48.2630633,-121.3545092,2.491935484,3.303571429,5.935483871,7.75,13.3,12.24166667,14.63709677,16.89516129,11.78333333,8.048387097,2.6875,-4.619047619,0.392153098,8.99516129,14.59130824,7.506406809,7.87125736,6.5,2644,461
0609-1382,Gaultheria shallon,Fruit,1983,9,244,70,47.44082394,-123.3542801,0.209677419,1.669642857,3.153225806,4.4,9.625,9.441666667,11.33870968,13.60483871,8.341666667,4.435483871,2.2,-4.738095238,-0.952924987,5.726075269,11.46173835,4.992383513,5.306818037,8.6,2996,404
0609-1381,Gaultheria shallon,Fruit,1983,9,244,95,47.43405752,-123.3301124,3.919354839,5.160714286,6.556451613,7.758333333,12.13333333,12.59166667,14.58870968,15.89516129,11.66666667,7.879032258,4.89375,-1.30952381,2.590181772,8.816039425,14.35851255,8.146482976,8.47780418,8.9,2870,385
0609-1369,Gaultheria shallon,Fruit,1983,9,245,15,47.79344389,-122.9789566,0.14516129,0.589285714,3.048387097,6.266666667,10.34166667,9.708333333,11.81451613,15.79032258,10.425,7.193548387,1.675,-5.55952381,-1.608358935,6.552240145,12.43772401,6.431182796,5.953197005,7.8,1719,285
0609-1370,Gaultheria shallon,Fruit,1983,9,245,75,47.7926881,-122.9789569,0.14516129,0.589285714,3.048387097,6.266666667,10.34166667,9.708333333,11.81451613,15.79032258,10.425,7.193548387,1.675,-5.55952381,-1.608358935,6.552240145,12.43772401,6.431182796,5.953197005,7.9,1718,285
0609-1385,Gaultheria shallon,Fruit,1983,9,250,15,47.45677716,-123.3956608,-2.314516129,-0.526785714,1.185483871,2.933333333,8.266666667,7.525,9.451612903,12.33870968,6.383333333,2.5,0.33125,-7.083333333,-3.308211725,4.128494624,9.771774194,3.071527778,3.415896218,8.2,3075,415
0605-4589,Gaultheria shallon,Fruit,1983,9,256,30,48.32229241,-121.6556394,2.056451613,2.633928571,5.241935484,6.433333333,12.39166667,11.06666667,13.7016129,15.77419355,10.98333333,7.451612903,2.05,-5.30952381,-0.206381209,8.022311829,13.51415771,6.828315411,7.039600935,7.8,3177,547
0605-4593,Gaultheria shallon,Fruit,1983,9,257,45,48.14586906,-121.4149806,2.89516129,3.821428571,6.225806452,8.15,13.68333333,12.61666667,15.08870968,17.22580645,12.025,8.322580645,3.10625,-4.178571429,0.846006144,9.353046594,14.97706093,7.817943548,8.248514305,7.2,2882,489
0605-4892,Gaultheria shallon,Flower,1984,7,192,75,48.50851281,-121.4973962,3.419354839,4.741071429,7.701612903,8.616666667,14.825,10.25833333,17.99193548,18.66935484,14.08333333,9.314516129,3.69375,-0.44047619,2.573316693,10.38109319,15.63987455,9.030533153,9.406204396,8.6,2252,402
0605-4910,Gaultheria shallon,Flower,1984,7,194,70,48.54551938,-121.4534702,3.419354839,4.741071429,7.701612903,8.616666667,14.825,10.25833333,17.99193548,18.66935484,14.08333333,9.314516129,3.69375,-0.44047619,2.573316693,10.38109319,15.63987455,9.030533153,9.406204396,8.6,2291,404
0605-4968,Gaultheria shallon,Flower,1984,7,202,2,48.64788742,-121.6667868,2.024193548,3.491071429,6.233870968,6.925,13.25833333,8.775,16.20967742,17.03225806,12.59166667,7.862903226,2.49375,-1.428571429,1.362231183,8.805734766,14.00564516,7.649439965,7.955762769,8,2827,483
0605-4959,Gaultheria shallon,Flower,1984,7,202,15,48.49084079,-121.2360668,-5.967741935,-4.544642857,-1.991935484,-2.441666667,3.15,0.066666667,7.225806452,8.60483871,3.508333333,-1.080645161,-9.11875,-12.91666667,-7.809683821,-0.427867384,5.299103943,-2.230353943,-1.292200301,6.3,2336,398
0605-4958,Gaultheria shallon,Flower,1984,7,202,30,48.52206121,-121.2550273,-1.685483871,-0.107142857,2.846774194,3.408333333,9.625,5.583333333,13.25,14.18548387,9.083333333,4.177419355,-2.89375,-6.988095238,-2.926907322,5.293369176,11.0062724,3.455667563,4.207100454,6.9,2236,382
0605-5248,Gaultheria shallon,Flower,1984,8,214,20,48.20286646,-121.0642661,-3.475806452,-3.196428571,-1.346774194,-0.933333333,5.1,0.875,10.36290323,11.10483871,5.333333333,1.032258065,-6.70625,-8.452380952,-5.041538658,0.939964158,7.447580647,-0.113552867,0.80811332,4.7,2247,413
0605-5216,Gaultheria shallon,Flower,1984,8,214,55,48.19869719,-121.0475736,-4.532258065,-4.3125,-2.459677419,-2.058333333,4.116666667,-0.108333333,9.516129032,10.31451613,4.283333333,-0.088709677,-8.375,-9.785714286,-6.21015745,-0.133781362,6.574103943,-1.393458781,-0.290823413,4.4,2150,395
0605-5250,Gaultheria shallon,Flower,1984,8,214,65,48.19867187,-121.0513832,-3.475806452,-3.196428571,-1.346774194,-0.933333333,5.1,0.875,10.36290323,11.10483871,5.333333333,1.032258065,-6.70625,-8.452380952,-5.041538658,0.939964158,7.447580647,-0.113552867,0.80811332,4.5,2169,398
0605-5215,Gaultheria shallon,Flower,1984,8,214,80,48.21224992,-121.0873224,-3.475806452,-3.196428571,-1.346774194,-0.933333333,5.1,0.875,10.36290323,11.10483871,5.333333333,1.032258065,-6.70625,-8.452380952,-5.041538658,0.939964158,7.447580647,-0.113552867,0.80811332,4.5,2334,429
0605-5246,Gaultheria shallon,Fruit,1984,8,214,90,48.20901941,-121.0781278,-3.475806452,-3.196428571,-1.346774194,-0.933333333,5.1,0.875,10.36290323,11.10483871,5.333333333,1.032258065,-6.70625,-8.452380952,-5.041538658,0.939964158,7.447580647,-0.113552867,0.80811332,4.7,2308,424
0605-5247,Gaultheria shallon,Flower,1984,8,214,95,48.20481577,-121.0694285,-3.475806452,-3.196428571,-1.346774194,-0.933333333,5.1,0.875,10.36290323,11.10483871,5.333333333,1.032258065,-6.70625,-8.452380952,-5.041538658,0.939964158,7.447580647,-0.113552867,0.80811332,4.7,2271,417
0605-5151,Gaultheria shallon,Fruit,1984,8,217,70,48.30100693,-121.4064337,1.459677419,2.875,5.709677419,6.616666667,12.875,8.591666667,16.38709677,17.03225806,12.19166667,7.314516129,1.21875,-2.69047619,0.548067076,8.400448029,14.00367383,6.908310933,7.465124968,7.8,2476,428
0605-5153,Gaultheria shallon,Fruit,1984,8,217,95,48.29078724,-121.3961548,1.459677419,2.875,5.709677419,6.616666667,12.875,8.591666667,16.38709677,17.03225806,12.19166667,7.314516129,1.21875,-2.69047619,0.548067076,8.400448029,14.00367383,6.908310933,7.465124968,7.5,2495,432
0605-5152,Gaultheria shallon,Fruit,1984,8,217,99,48.3011153,-121.4038682,1.459677419,2.875,5.709677419,6.616666667,12.875,8.591666667,16.38709677,17.03225806,12.19166667,7.314516129,1.21875,-2.69047619,0.548067076,8.400448029,14.00367383,6.908310933,7.465124968,7.7,2489,430
0605-5305,Gaultheria shallon,Fruit,1984,8,218,4,48.24855367,-121.416861,-1.419354839,-0.508928571,1.725806452,2.158333333,8.325,4.008333333,12.77419355,13.30645161,8.216666667,3.887096774,-2.89375,-5.976190476,-2.634824629,4.069713262,10.0296595,3.07000448,3.633638153,6.6,2867,475
0605-5159,Gaultheria shallon,Flower,1984,8,218,25,48.24641449,-121.1742816,-3.935483871,-3.848214286,-2.330645161,-2.308333333,3.6,-0.6,8.951612903,9.717741935,4.175,0.201612903,-7.3,-8.964285714,-5.58266129,-0.346326165,6.023118279,-0.974462366,-0.220082885,6,2467,456
0605-5158,Gaultheria shallon,Flower,1984,8,218,35,48.24598094,-121.1792811,-3.935483871,-3.848214286,-2.330645161,-2.308333333,3.6,-0.6,8.951612903,9.717741935,4.175,0.201612903,-7.3,-8.964285714,-5.58266129,-0.346326165,6.023118279,-0.974462366,-0.220082885,6.1,2482,458
0605-5049,Gaultheria shallon,Fruit,1984,8,219,50,48.26446383,-121.392451,1.459677419,2.875,5.709677419,6.616666667,12.875,8.591666667,16.38709677,17.03225806,12.19166667,7.314516129,1.21875,-2.69047619,0.548067076,8.400448029,14.00367383,6.908310933,7.465124968,7,2640,452
0605-4832,Gaultheria shallon,Fruit,1984,8,219,85,48.27241664,-121.3442221,0.169354839,1.508928571,4.258064516,5.033333333,11.3,6.983333333,15.20967742,15.90322581,10.825,6.032258065,-0.59375,-4.238095238,-0.853270609,6.863799283,12.69874552,5.421169355,6.032610887,6.3,2665,464
0605-5302,Gaultheria shallon,Fruit,1984,8,220,65,48.25082571,-121.1926617,-1.620967742,-0.651785714,1.822580645,2.316666667,8.483333333,4.25,12.85483871,13.65322581,8.283333333,3.717741935,-3.4375,-6.416666667,-2.896473374,4.207526882,10.25268817,2.854525089,3.604566693,6,2527,463
0605-5368,Gaultheria shallon,Fruit,1984,8,229,8,48.89714877,-121.8588988,2.306451613,3.723214286,5.693548387,6.358333333,8.05,12.175,15.52419355,16.04032258,11.88333333,7.540322581,2.23125,-1.916666667,1.370999744,6.70062724,14.57983871,7.21830197,7.467441916,5.9,2072,428
0605-5359,Gaultheria shallon,Fruit,1984,8,229,20,48.89746149,-121.9251483,2.306451613,3.723214286,5.693548387,6.358333333,8.05,12.175,15.52419355,16.04032258,11.88333333,7.540322581,2.23125,-1.916666667,1.370999744,6.70062724,14.57983871,7.21830197,7.467441916,7.3,1947,390
0605-5605,Gaultheria shallon,Fruit,1984,9,248,70,48.36012901,-121.4354386,-3.290322581,-1.794642857,0.60483871,0.983333333,7.016666667,3.175,10.99193548,11.9516129,7.025,2.443548387,-5,-8.416666667,-4.500544035,2.86827957,8.706182793,1.489516129,2.140858614,6.9,2704,458
0609-1442,Gaultheria shallon,Flower,1985,6,162,45,47.68476935,-123.0282616,-2.169354839,0.169642857,1.733870968,5.383333333,8.525,11.35833333,17.80645161,14.81451613,10.90833333,5.701612903,-2.3,2.404761905,0.135016641,5.2140681,14.65976702,4.769982078,6.194708461,8,1806,299
0609-1443,Gaultheria shallon,Flower,1985,6,162,80,47.68466054,-123.0314861,-2.169354839,0.169642857,1.733870968,5.383333333,8.525,11.35833333,17.80645161,14.81451613,10.90833333,5.701612903,-2.3,2.404761905,0.135016641,5.2140681,14.65976702,4.769982078,6.194708461,7.8,1820,302
0609-1460,Gaultheria shallon,Flower,1985,6,172,85,47.36705835,-123.5757899,3.443548387,4.276785714,5.862903226,8.475,13.8,11.375,16.91129032,15.90322581,13.05,10.05645161,1.9875,3.178571429,3.63296851,9.379301075,14.72983871,8.364650537,9.026689708,8.9,4481,693
0609-1462,Gaultheria shallon,Flower,1985,6,176,2,47.39469367,-123.5006505,-0.064516129,1.410714286,3.169354839,7.025,13.20833333,10.025,17.2016129,15.2016129,11.49166667,8.120967742,-1.25,-0.130952381,0.405081925,7.800896056,14.14274193,6.120878137,7.117399513,8.3,5057,754
0609-1502,Gaultheria shallon,Flower,1985,7,190,8,47.50132856,-124.0020953,-1.129032258,-0.142857143,0.040322581,7.65,15.975,9.383333333,18.36290323,16.46774194,10.525,7.75,0.34375,0.797619048,-0.158090118,7.88844086,14.73799283,6.20625,7.168648394,9.3,3538,568
0609-1509,Gaultheria shallon,Flower,1985,7,192,2,47.51518299,-123.9095722,-2.080645161,-2.910714286,-1.556451613,3.716666667,11.59166667,5.541666667,16.98387097,13.09677419,7.966666667,4.846774194,-3.63125,-0.595238095,-1.862199181,4.583960575,11.87410394,3.060730287,4.414148906,9,3704,606
0609-1520,Gaultheria shallon,Flower,1985,7,198,40,47.87687773,-123.13755,-1.693548387,0.401785714,2,5.416666667,8.416666667,11.23333333,17.33870968,14.50806452,10.84166667,5.782258065,-2.25625,2.416666667,0.374967998,5.277777778,14.36003584,4.789224912,6.200501633,5.3,1482,230
0609-1518,Gaultheria shallon,Flower,1985,7,198,45,47.94345167,-123.1974103,-5.790322581,-2.767857143,-1.564516129,2.175,5.241666667,8.25,16.32258065,12.51612903,8.616666667,1.862903226,-6.01875,2.595238095,-1.98764721,1.950716846,12.36290323,1.486939964,3.453228207,6.9,1553,283
0609-1526,Gaultheria shallon,Flower,1985,7,200,10,47.99775989,-123.1345197,0.137096774,1.785714286,3.459677419,6.575,9.541666667,12.15833333,17.17741935,14.97580645,11.55,7.25,-0.75,2.464285714,1.462365591,6.525448029,14.77051971,6.016666667,7.193749999,8.8,895,204
0609-1532,Gaultheria shallon,Fruit,1985,7,204,30,47.31938207,-123.7310723,3.120967742,3.633928571,5.322580645,8.958333333,13.78333333,11.225,17.20967742,15.83064516,13.04166667,9.612903226,2.4375,2.297619048,3.01750512,9.354749103,14.75510753,8.364023299,8.872846262,9.4,3825,610
0609-1535,Gaultheria shallon,Fruit,1985,7,205,5,47.408048,-123.7937344,6.60483871,6.169642857,5.443548387,9.658333333,13.725,10.39166667,15.82258065,14.71774194,12.31666667,10.91129032,5.825,7.583333333,6.7859383,9.608960573,13.64399642,9.684318997,9.930803573,9.3,3831,597
0609-1533,Gaultheria shallon,Fruit,1985,7,205,15,47.31873238,-123.7228459,3.120967742,3.633928571,5.322580645,8.958333333,13.78333333,11.225,17.20967742,15.83064516,13.04166667,9.612903226,2.4375,2.297619048,3.01750512,9.354749103,14.75510753,8.364023299,8.872846262,9.5,3849,614
0609-1529,Gaultheria shallon,Fruit,1985,7,205,25,47.32279316,-123.7123807,3.120967742,3.633928571,5.322580645,8.958333333,13.78333333,11.225,17.20967742,15.83064516,13.04166667,9.612903226,2.4375,2.297619048,3.01750512,9.354749103,14.75510753,8.364023299,8.872846262,9.5,3893,621
0609-1542,Gaultheria shallon,Fruit,1985,7,206,30,47.35575002,-123.8586817,0.008064516,-4.821428571,-2.572580645,0.633333333,6.758333333,4.325,14.89516129,10.94354839,6.916666667,1.096774194,-6.5,0.107142857,-1.568740399,1.606362007,10.05456989,0.504480287,2.649167947,9.4,3715,596
0609-1554,Gaultheria shallon,Fruit,1985,8,218,1,48.038286,-123.9585332,2.564516129,4,6.217741935,10.1,16.025,13.05833333,20.30645161,18.28225806,14.275,10.80645161,2.41875,1.44047619,2.668330773,10.78091398,17.215681,9.16673387,9.957914905,8,2552,329
0609-1555,Gaultheria shallon,Fruit,1985,8,219,60,48.00792482,-123.9525671,2.564516129,4,6.217741935,10.1,16.025,13.05833333,20.30645161,18.28225806,14.275,10.80645161,2.41875,1.44047619,2.668330773,10.78091398,17.215681,9.16673387,9.957914905,7.5,2870,369
0609-1579,Gaultheria shallon,Flower,1985,8,221,10,47.89235243,-124.3018343,2.008064516,2.616071429,3.758064516,7.583333333,10.6,13.06666667,17.25806452,15.79032258,12.64166667,8.088709677,0.35625,1.952380952,2.192172299,7.313799283,15.37168459,7.028875449,7.976632905,9.5,3078,499
0609-1579,Gaultheria shallon,Flower,1985,8,221,10,47.89235243,-124.3018343,2.008064516,2.616071429,3.758064516,7.583333333,10.6,13.06666667,17.25806452,15.79032258,12.64166667,8.088709677,0.35625,1.952380952,2.192172299,7.313799283,15.37168459,7.028875449,7.976632905,9.5,3078,499
0609-1596,Gaultheria shallon,Flower,1985,8,228,85,47.57595341,-123.2611671,-5.25,-2.294642857,-1.048387097,2.808333333,5.883333333,8.791666667,16.50806452,12.90322581,9.025,2.524193548,-5.00625,2.30952381,-1.745039682,2.547759856,12.734319,2.180981183,3.929505089,5.8,2679,417
0609-1617,Gaultheria shallon,Fruit,1985,8,234,20,47.52937288,-124.1089396,7.540322581,8.214285714,7.419354839,11.5,17.1,12.4,18.35483871,16.98387097,15.11666667,12.65322581,8.0625,7.928571429,7.894393241,12.00645161,15.91290323,11.94413083,11.93946973,9.5,3182,528
0609-1626,Gaultheria shallon,Fruit,1985,8,241,45,48.12513697,-124.1038047,6.685483871,10.58035714,9.911290323,14.90833333,19.35833333,14.6,20.05645161,18.40322581,17.025,15.4516129,9.475,5.547619048,7.604486686,14.72598566,17.68655914,13.98387097,13.50022561,8.6,2381,366
0609-1485,Gaultheria shallon,Fruit,1985,9,253,45,47.41879061,-123.5878611,3.443548387,4.276785714,5.862903226,8.475,13.8,11.375,16.91129032,15.90322581,13.05,10.05645161,1.9875,3.178571429,3.63296851,9.379301075,14.72983871,8.364650537,9.026689708,8.9,4252,652
0609-1645,Gaultheria shallon,Fruit,1985,9,256,2,47.60027762,-123.134043,-0.85483871,1.071428571,2.838709677,6.4,9.55,12.31666667,18.12096774,15.48387097,11.69166667,6.911290323,-1.09375,2.214285714,0.810291858,6.262903226,15.30716846,5.836402331,7.054191469,8,2394,356
0609-1644,Gaultheria shallon,Fruit,1985,9,256,70,47.60194359,-123.1248545,-0.85483871,1.071428571,2.838709677,6.4,9.55,12.31666667,18.12096774,15.48387097,11.69166667,6.911290323,-1.09375,2.214285714,0.810291858,6.262903226,15.30716846,5.836402331,7.054191469,8.1,2379,353
0609-1677,Gaultheria shallon,Flower,1986,6,161,95,47.42298523,-123.2990051,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,9.2,2779,371
0609-1678,Gaultheria shallon,Flower,1986,6,161,95,47.42361743,-123.2981071,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,9.2,2782,371
0609-1680,Gaultheria shallon,Flower,1986,6,163,60,47.41963448,-123.3003251,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,9.3,2759,367
0609-1664,Gaultheria shallon,Flower,1986,6,163,90,47.35990464,-123.2789831,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,10.1,2364,317
0609-1669,Gaultheria shallon,Flower,1986,6,168,90,47.36406224,-123.2788064,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,10.1,2386,319
0609-1667,Gaultheria shallon,Flower,1986,6,168,95,47.36476409,-123.2788101,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,10.1,2390,319
0609-1670,Gaultheria shallon,Flower,1986,6,168,98,47.36452863,-123.2794313,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,10.1,2391,319
0609-1675,Gaultheria shallon,Flower,1986,6,169,90,47.36425338,-123.2741721,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,10.1,2365,316
0609-1672,Gaultheria shallon,Flower,1986,6,169,90,47.36454294,-123.2734981,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,10.1,2364,315
0609-1674,Gaultheria shallon,Flower,1986,6,169,95,47.3637154,-123.2733747,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,10.1,2358,315
0609-1665,Gaultheria shallon,Flower,1986,6,170,75,47.35948925,-123.2795901,5.032258065,3.401785714,8.016129032,6.991666667,10.85833333,15.35,14.58870968,18.77419355,13.26666667,11.35483871,5.03125,5.011904762,4.481982847,8.62204301,16.23763441,9.884251793,9.806478015,10.1,2365,317
0609-1708,Gaultheria shallon,Flower,1986,7,184,60,47.35149626,-123.4767398,3.483870968,1.223214286,5.798387097,6.05,13.90833333,10.225,14.38709677,17.65322581,12.51666667,9.346774194,3.475,3.357142857,2.688076037,8.585573476,14.08844086,8.446146955,8.452059332,8.9,4851,731
0609-1724,Gaultheria shallon,Fruit,1986,7,205,1,47.45020988,-123.3900268,2.411290323,-1.116071429,5.169354839,3.325,7.65,12.80833333,12.12096774,17.09677419,10.49166667,10.28225806,2.55,3.678571429,1.657930108,5.381451613,14.00869175,7.774641577,7.205678763,8.4,3071,415
0609-1723,Gaultheria shallon,Fruit,1986,7,205,2,47.44978289,-123.3885778,3.572580645,0.75,6.290322581,4.725,8.858333333,13.725,12.93548387,17.66129032,11.56666667,10.77419355,3.55625,4.142857143,2.821812596,6.624551971,14.77392473,8.632370073,8.213164843,8.4,3072,415
0609-1726,Gaultheria shallon,Flower,1986,7,210,1,47.94302146,-123.1964445,-0.596774194,-6.017857143,2.322580645,0,4.741666667,10.675,10.08064516,16.39516129,7.958333333,8.790322581,-0.1375,2.05952381,-1.518369176,2.354749104,12.38360215,5.537051971,4.689258512,6.8,1551,283
0609-1728,Gaultheria shallon,Flower,1986,7,211,6,47.94377667,-123.1967687,-0.596774194,-6.017857143,2.322580645,0,4.741666667,10.675,10.08064516,16.39516129,7.958333333,8.790322581,-0.1375,2.05952381,-1.518369176,2.354749104,12.38360215,5.537051971,4.689258512,6.9,1550,283
0609-1729,Gaultheria shallon,Flower,1986,7,212,1,47.89884043,-123.1214859,2.612903226,-0.910714286,5.290322581,3.925,8.05,13.01666667,12.44354839,17.48387097,10.86666667,9.790322581,2.6625,3.654761905,1.785650282,5.755107527,14.31469534,7.773163084,7.407154059,6,1401,233
0609-1742,Gaultheria shallon,Flower,1986,8,220,8,47.89225062,-123.0857517,2.612903226,-0.910714286,5.290322581,3.925,8.05,13.01666667,12.44354839,17.48387097,10.86666667,9.790322581,2.6625,3.654761905,1.785650282,5.755107527,14.31469534,7.773163084,7.407154059,6.1,1456,248
0609-1806,Gaultheria shallon,Flower,1986,8,220,95,47.84380359,-123.1582456,-2.185483871,-8.491071429,1.056451613,-1.816666667,3.266666667,9.916666667,9.14516129,16.17741935,6.708333333,8.524193548,-1.49375,1.273809524,-3.134248592,0.835483871,11.74641577,4.579592294,3.506810835,4.8,1848,304
0609-1791,Gaultheria shallon,Flower,1986,8,222,30,47.82892579,-123.037439,1.951612903,-1.919642857,4.85483871,3.175,7.633333333,12.91666667,12.35483871,17.61290323,10.41666667,9.814516129,2.1625,3.404761905,1.145577317,5.221057348,14.29480287,7.464560933,7.031499617,5.5,1780,284
0609-1787,Gaultheria shallon,Flower,1986,8,222,65,47.78628488,-123.0426151,1.951612903,-1.919642857,4.85483871,3.175,7.633333333,12.91666667,12.35483871,17.61290323,10.41666667,9.814516129,2.1625,3.404761905,1.145577317,5.221057348,14.29480287,7.464560933,7.031499617,6.5,1856,312
0609-1789,Gaultheria shallon,Flower,1986,8,223,5,47.83196634,-123.039205,1.951612903,-1.919642857,4.85483871,3.175,7.633333333,12.91666667,12.35483871,17.61290323,10.41666667,9.814516129,2.1625,3.404761905,1.145577317,5.221057348,14.29480287,7.464560933,7.031499617,5.4,1767,281
0609-1795,Gaultheria shallon,Fruit,1986,8,231,60,47.83207121,-123.0135895,1.951612903,-1.919642857,4.85483871,3.175,7.633333333,12.91666667,12.35483871,17.61290323,10.41666667,9.814516129,2.1625,3.404761905,1.145577317,5.221057348,14.29480287,7.464560933,7.031499617,6.5,1738,281
0609-1835,Gaultheria shallon,Fruit,1986,8,240,8,47.53134893,-124.1602253,6.419354839,4.6875,8.677419355,7.416666667,10.875,14.95833333,14.34677419,17.21774194,13.38333333,12.13709677,6.09375,6.25,5.78561828,8.989695341,15.50761649,10.53806003,10.20524754,9.5,3006,515
0609-1835,Gaultheria shallon,Fruit,1986,8,240,8,47.53134893,-124.1602253,6.419354839,4.6875,8.677419355,7.416666667,10.875,14.95833333,14.34677419,17.21774194,13.38333333,12.13709677,6.09375,6.25,5.78561828,8.989695341,15.50761649,10.53806003,10.20524754,9.5,3006,515
0609-1835,Gaultheria shallon,Fruit,1986,8,240,8,47.53134893,-124.1602253,6.419354839,4.6875,8.677419355,7.416666667,10.875,14.95833333,14.34677419,17.21774194,13.38333333,12.13709677,6.09375,6.25,5.78561828,8.989695341,15.50761649,10.53806003,10.20524754,9.5,3006,515
0609-1835,Gaultheria shallon,Fruit,1986,8,240,8,47.53134893,-124.1602253,6.419354839,4.6875,8.677419355,7.416666667,10.875,14.95833333,14.34677419,17.21774194,13.38333333,12.13709677,6.09375,6.25,5.78561828,8.989695341,15.50761649,10.53806003,10.20524754,9.5,3006,515
0609-1835,Gaultheria shallon,Fruit,1986,8,240,8,47.53134893,-124.1602253,9.129032258,8.651785714,10.97580645,9.4,14.83333333,11.65,14.9516129,15.53225806,13.85833333,13.19354839,9.2125,8.476190476,8.752336149,11.73637993,14.04462365,12.08812724,11.65536674,9.5,3006,515
